#"Step","Potential Energy (kJ/mole)","Temperature (K)"
5175000,-78521.50206797765,310.48550769200216
5180000,-78489.51769297765,320.4026605967747
5185000,-78193.70519297765,312.18161511889065
5190000,-78326.75206797765,318.3604534329213
5195000,-78129.39269297765,311.3577230211517
5200000,-78132.65831797765,315.3169999297448
5205000,-78109.65050547765,318.3297952112863
5210000,-78244.17394297765,311.8073650227303
5215000,-78377.65441172765,314.86892804565827
5220000,-78342.05675547765,312.1287000479296
5225000,-78409.30675547765,313.0510607372621
5230000,-78470.82238047765,317.4464094264823
5235000,-77972.79503672765,315.3196745597688
5240000,-78373.06847422765,306.38794043817995
5245000,-78242.27550547765,315.4445071903474
5250000,-78004.42394297765,314.4771223254336
5255000,-77955.30284922765,311.67313483076936
5260000,-77880.10363047765,317.7608358175375
5265000,-78156.70519297765,317.12737423937375
5270000,-78031.43566172765,317.47406346699734
5275000,-78036.56066172765,317.71358134829825
5280000,-78310.38878672765,307.5724986208668
5285000,-77724.80675547765,311.4269689856163
5290000,-77995.46300547765,322.95697400235224
5295000,-78792.22081797765,316.4629717676834
5300000,-78330.15831797765,310.3570996826978
5305000,-77939.68956797765,316.19207215367237
5310000,-78134.44738047765,310.5649017569545
5315000,-78368.69738047765,309.68482543290116
5320000,-78465.36534922765,311.19117263108785
5325000,-78556.49425547765,310.6791751321695
5330000,-77971.86144297765,318.8330872129473
5335000,-77940.36925547765,313.14002396616985
5340000,-78533.05675547765,313.77435837816887
5345000,-78127.13097422765,320.5390444198402
5350000,-78256.79894297765,310.021805913066
5355000,-77918.59581797765,308.91525623929834
5360000,-78687.01378672765,313.572225496734
5365000,-78381.26769297765,311.20494049279614
5370000,-78601.37706797765,317.44982333955926
5375000,-78635.43956797765,315.76032168813845
5380000,-78335.93566172765,313.09487314030446
5385000,-78945.18175547765,314.7186223093357
5390000,-77927.47472422765,314.00035271220395
5395000,-77991.31066172765,312.68079563981917
5400000,-78500.48253672765,317.4286777078547
5405000,-78386.36925547765,316.95465824853284
5410000,-78138.72081797765,310.8620941560766
5415000,-78593.02941172765,319.6793070329384
5420000,-78381.35363047765,310.66653145098775
5425000,-78296.05675547765,315.53606180515544
5430000,-78440.85363047765,319.038842981858
5435000,-78436.04894297765,309.6404354399685
5440000,-78641.16613047765,315.94663216689077
5445000,-78335.09581797765,314.45407941979175
5450000,-78219.05675547765,316.3267270949377
5455000,-78220.52550547765,315.899231151783
5460000,-78142.90831797765,313.83894325601455
5465000,-78026.46300547765,310.5759156834927
5470000,-78645.84581797765,308.88208338499356
5475000,-78519.31456797765,315.95463440378745
5480000,-78373.16222422765,320.2441579941695
5485000,-78390.02550547765,309.67250297379087
5490000,-78350.37706797765,312.46237459214376
5495000,-78553.43175547765,314.77964979180825
5500000,-77976.36925547765,313.8566958091332
5505000,-78814.68175547765,323.25210779456796
5510000,-78499.27941172765,318.2465050387094
5515000,-78638.19347422765,319.12337864394993
5520000,-78373.43956797765,315.7354174472533
5525000,-78334.52550547765,317.7911189505669
5530000,-78661.62706797765,315.5123895209801
5535000,-78235.79894297765,314.312934223834
5540000,-77622.11534922765,318.654587790999
5545000,-78432.41613047765,309.08833702462204
5550000,-78439.19738047765,317.47726167322065
5555000,-78415.11144297765,310.1520552321836
5560000,-79157.44738047765,315.3866416138858
5565000,-78302.40441172765,315.42920207062684
5570000,-78215.44347422765,315.3151500615615
5575000,-78773.58019297765,317.1139157719217
5580000,-78537.23644297765,317.5427335208843
5585000,-78395.39269297765,311.1403169006477
5590000,-78122.78331797765,317.6964805065207
5595000,-77886.97863047765,313.48650143847
5600000,-78490.36144297765,317.84233684120045
5605000,-78510.86144297765,314.098140793022
5610000,-78189.88097422765,312.988955846782
5615000,-78351.59581797765,316.2700734774786
5620000,-77905.29503672765,312.3181965147511
5625000,-78616.92394297765,319.4789706259285
5630000,-78121.94347422765,313.59270113013633
5635000,-78329.31847422765,312.53860954125133
5640000,-78575.50206797765,310.23897341375135
5645000,-78244.51378672765,312.92958904802435
5650000,-78412.83019297765,313.8508999467732
5655000,-78397.49425547765,312.78720123901627
5660000,-78352.88488047765,316.8793862741231
5665000,-78457.73644297765,312.27843794569435
5670000,-78998.11144297765,316.07182451866487
5675000,-78378.14269297765,316.496616249879
5680000,-78540.12706797765,307.9436439314269
5685000,-78625.63097422765,312.0379812019282
5690000,-78533.01378672765,315.9899503895623
5695000,-77889.46300547765,316.40846860072185
5700000,-78549.89269297765,316.0110512798723
5705000,-78441.88488047765,317.85496138129196
5710000,-78419.92394297765,309.5501314036327
5715000,-78468.43566172765,315.3928248436906
5720000,-78279.84581797765,311.9230961145962
5725000,-78447.77550547765,305.982644853922
5730000,-78404.20519297765,307.64433063335525
5735000,-78213.24425547765,312.8726680852408
5740000,-78383.07238047765,311.56992820765316
5745000,-78482.21691172765,315.2389235236479
5750000,-78544.31456797765,311.73430770348574
5755000,-78168.88488047765,312.76807100136455
5760000,-78256.55675547765,306.5472122185787
5765000,-78735.45128672765,312.970087490313
5770000,-78477.51769297765,316.31800327464236
5775000,-78083.18566172765,312.642256503908
5780000,-78450.28331797765,319.33503354807624
5785000,-78382.17784922765,317.10982394631685
5790000,-78048.22472422765,314.03549547243136
5795000,-78210.07238047765,318.5484295596006
5800000,-78418.44347422765,310.30943668011844
5805000,-78693.02159922765,307.2316908982736
5810000,-78215.50988047765,312.1971900084373
5815000,-78788.72863047765,314.42452922365436
5820000,-78937.84581797765,310.72457256134794
5825000,-78356.69738047765,310.40807976904546
5830000,-78501.94738047765,310.70954609733985
5835000,-78329.08800547765,321.0261907870462
5840000,-78582.47081797765,318.71552280442467
5845000,-78449.84581797765,315.9307948218708
5850000,-78462.06456797765,310.9086364705041
5855000,-78237.50206797765,313.3759549957113
5860000,-78481.85363047765,314.8289672321456
5865000,-78491.02159922765,317.5003505535486
5870000,-78869.95519297765,312.88898208626
5875000,-78586.98253672765,314.0753765579886
5880000,-78195.53722422765,314.1413206218438
5885000,-78636.90831797765,317.04867334723633
5890000,-78769.33019297765,310.95746530607596
5895000,-78311.40831797765,317.00421496165893
5900000,-78588.81456797765,314.1130207228678
5905000,-78531.83800547765,316.572581676772
5910000,-78485.74425547765,315.2574921111361
5915000,-77936.50988047765,305.56745072730314
5920000,-78177.62706797765,319.77869989133046
5925000,-78143.96300547765,316.84281339974905
5930000,-77866.29113047765,314.4478939154454
5935000,-77905.11925547765,313.9137206104905
5940000,-78706.22081797765,314.74570431307865
5945000,-78682.81456797765,320.80701010381296
5950000,-78072.61144297765,306.9991213337223
5955000,-78455.19347422765,310.65989461860113
5960000,-78575.36925547765,310.11133207038876
5965000,-78347.24034922765,310.84008661116496
5970000,-78266.07238047765,312.80942067744013
5975000,-78639.11144297765,312.2861748017271
5980000,-78652.15050547765,318.5733804577595
5985000,-78338.60363047765,308.07646799389664
5990000,-78623.75206797765,316.9724896896544
5995000,-78366.89269297765,315.5829856490795
6000000,-78594.24816172765,312.7094352424012
6005000,-78501.61144297765,316.472144048937
6010000,-78681.30675547765,312.5144535232979
6015000,-78271.47081797765,312.97107930249507
6020000,-78439.08019297765,315.3542440551652
6025000,-78692.50206797765,313.2396315746717
6030000,-78386.20519297765,317.95312644660754
6035000,-78418.09581797765,311.31140111680503
6040000,-78793.80284922765,317.34757467175785
6045000,-78218.73253672765,306.2603529351931
6050000,-78431.13488047765,317.34523381260357
6055000,-78668.27550547765,308.06936737533766
6060000,-78434.40831797765,315.89494964634673
6065000,-78535.89269297765,312.04862788300727
6070000,-78635.02941172765,319.30305479960157
6075000,-78500.05284922765,308.33581868752583
6080000,-78877.22081797765,314.82928651591305
6085000,-78050.40050547765,316.9962164721769
6090000,-78324.23644297765,313.7648563874669
6095000,-78799.20128672765,312.7653603954089
6100000,-78163.19738047765,312.08326819514434
6105000,-78491.99034922765,318.07000224468175
6110000,-78429.50597422765,309.16990814578935
6115000,-78264.39269297765,309.89487897730874
6120000,-78422.90050547765,314.45881505708536
6125000,-78158.56456797765,307.6188390167147
6130000,-78606.91222422765,314.84209612879187
6135000,-78333.22081797765,314.4221370355154
6140000,-78801.03331797765,320.6539379997817
6145000,-78184.41613047765,312.8506189053508
6150000,-78627.25988047765,317.3324328992439
6155000,-78627.25988047765,316.9446024666512
6160000,-78310.38878672765,312.456430636762
6165000,-78648.16613047765,317.0044533850733
6170000,-78314.39269297765,313.855418928453
6175000,-78756.92394297765,314.78181319674616
6180000,-78055.96300547765,317.3710020570211
6185000,-78711.36144297765,309.217556775521
6190000,-78395.73644297765,318.1604088499502
6195000,-78356.45909922765,322.32604483392913
6200000,-78709.47863047765,308.8996303831268
6205000,-78348.46691172765,314.2234733799037
6210000,-78080.79894297765,305.5965466793175
6215000,-78611.18175547765,306.7248628937664
6220000,-78503.59581797765,316.86745331310186
6225000,-78194.86144297765,306.33220487981663
6230000,-78102.06847422765,316.34432910698666
6235000,-78130.31456797765,315.63138297571237
6240000,-78739.51378672765,316.67452868241884
6245000,-78487.76769297765,309.65566755943547
6250000,-78090.12706797765,311.5695188495848
6255000,-78308.49034922765,313.6414021559208
6260000,-78657.05284922765,313.8865271431814
6265000,-78245.36925547765,311.9040041262569
6270000,-77928.68175547765,307.7969735289651
6275000,-78366.64659922765,312.1486358040366
6280000,-78408.90831797765,316.27890759551536
6285000,-78533.58409922765,318.861692182367
6290000,-78604.78722422765,309.0956192339711
6295000,-78461.87706797765,313.3801025660152
6300000,-78380.66613047765,314.1451417701541
6305000,-78512.09972422765,309.1728566136094
6310000,-78336.85363047765,317.7654427912228
6315000,-78656.25988047765,314.4946457347988
6320000,-78211.97863047765,313.3181211979455
6325000,-78490.01769297765,313.7597617931241
6330000,-78329.86144297765,313.1673832689106
6335000,-78548.44347422765,307.50158603374484
6340000,-78889.84972422765,310.5046515423883
6345000,-78062.87316172765,311.56093152672463
6350000,-78054.60363047765,315.7148264137206
6355000,-78543.68175547765,322.30563271239583
6360000,-78585.46300547765,313.75949975680976
6365000,-78719.52550547765,317.5763263554852
6370000,-78764.75988047765,312.7222312545312
6375000,-78513.80284922765,312.8016628534383
6380000,-78989.58019297765,319.7791139650922
6385000,-78221.27550547765,319.61599250351605
6390000,-78079.29113047765,319.6277466382336
6395000,-78159.76769297765,309.5142709357778
6400000,-78680.12706797765,315.5916364054057
6405000,-78651.89269297765,319.1010987487679
6410000,-78167.51769297765,312.53759110772694
6415000,-78382.50988047765,314.78856319687145
6420000,-78752.79894297765,313.0356393799343
6425000,-78230.68175547765,314.23249516885
6430000,-78746.67394297765,315.0526709314504
6435000,-78850.09191172765,317.92113397285726
6440000,-78287.14269297765,311.7047675634239
6445000,-78663.16222422765,312.55832585327295
6450000,-78448.84581797765,316.4831589787103
6455000,-78405.65831797765,314.55192681229977
6460000,-78422.67003672765,310.0173449323248
6465000,-78803.04113047765,317.41268563489746
6470000,-78392.93566172765,314.8544382495042
6475000,-78445.32238047765,316.5968002953334
6480000,-78225.86925547765,312.8995213943688
6485000,-78231.31847422765,316.9359383339654
6490000,-78238.30675547765,316.8727747916432
6495000,-78347.45519297765,313.1310624062044
6500000,-78724.98253672765,313.70545489711316
6505000,-78188.71691172765,314.1304798262452
6510000,-78517.69738047765,315.00865345294625
6515000,-78468.61144297765,309.46292522978865
6520000,-78445.45519297765,311.07407186389327
6525000,-78974.36925547765,316.21814202923696
6530000,-78222.35363047765,311.3104401751843
6535000,-78238.20909922765,318.4178691985651
6540000,-78166.96300547765,319.2919722317998
6545000,-78430.69738047765,314.4231534415368
6550000,-78766.77941172765,315.94229964333095
6555000,-78345.67003672765,315.94370734593446
6560000,-78889.52941172765,313.1731379297584
6565000,-78575.09581797765,319.28982117784886
6570000,-78050.17003672765,309.8921421952039
6575000,-78479.43175547765,311.14143848890893
6580000,-78078.98253672765,317.5434869224923
6585000,-78200.85363047765,313.5147151626429
6590000,-78357.42394297765,313.3109670103089
6595000,-78494.95128672765,307.7463869417295
6600000,-78090.71300547765,309.243945189253
6605000,-78685.35363047765,313.70954820066174
6610000,-78225.96300547765,311.18469972728303
6615000,-78214.87706797765,312.85105680329264
6620000,-78515.57238047765,316.95878732751976
6625000,-78643.75597422765,316.4573902856906
6630000,-78175.26769297765,310.2635589970199
6635000,-78127.97472422765,315.92475365710254
6640000,-78069.47472422765,313.8861545223308
6645000,-78437.26769297765,321.33218259816374
6650000,-78391.36925547765,311.3762171331076
6655000,-78177.04113047765,314.94387061963005
6660000,-78285.31456797765,308.3182551788441
6665000,-78710.97081797765,309.231005455091
6670000,-78315.47863047765,314.4336372460378
6675000,-78484.19738047765,310.1141269343509
6680000,-78355.25206797765,316.57501320557674
6685000,-78331.92394297765,318.5212506333721
6690000,-78559.05675547765,314.8117016814133
6695000,-78048.44738047765,310.78521886551727
6700000,-78505.78331797765,311.56094195575946
6705000,-78643.19738047765,311.3237758960624
6710000,-78564.57238047765,313.287760922146
6715000,-78460.48644297765,309.70751721777816
6720000,-78970.84191172765,313.41223334941964
6725000,-78711.57628672765,315.3439550162736
6730000,-78710.48644297765,312.6497571050063
6735000,-78682.58019297765,316.26924787555623
6740000,-78274.93175547765,316.86407199721583
6745000,-78356.47081797765,314.38637724743916
6750000,-78416.32238047765,315.37356387276975
6755000,-78452.00206797765,309.47505443997426
6760000,-78246.06456797765,310.79058556334235
6765000,-78408.41222422765,314.4590520381994
6770000,-78448.23644297765,323.0477045301027
6775000,-78441.85753672765,316.8549982759074
6780000,-78475.84972422765,315.8230159342792
6785000,-78618.60363047765,311.7635529736474
6790000,-78589.61144297765,312.79358383749724
6795000,-77959.28331797765,315.93116821363657
6800000,-78744.04894297765,320.6154920510271
6805000,-78018.43175547765,313.9343256612191
6810000,-78155.85363047765,309.87859887620647
6815000,-78188.84581797765,314.08726315102655
6820000,-78537.71300547765,319.8669596873805
6825000,-78111.93566172765,314.28642366037184
6830000,-78896.83800547765,315.983255678176
6835000,-78704.95128672765,314.67023147972014
6840000,-78303.85363047765,314.99873729940975
6845000,-78263.93566172765,323.5874429179755
6850000,-78224.37706797765,313.66721630337327
6855000,-78668.04503672765,313.0257737319423
6860000,-78439.63488047765,315.26002942158175
6865000,-78606.86925547765,310.4702479076636
6870000,-78286.79113047765,312.79882110720825
6875000,-78464.60363047765,317.40078194724003
6880000,-78463.33409922765,313.51135980323966
6885000,-78240.42003672765,314.8806263081768
6890000,-78489.36144297765,317.94464662272003
6895000,-78322.91222422765,317.1418195756544
6900000,-78489.34972422765,320.02220450687133
6905000,-77867.61144297765,303.23833152160404
6910000,-78299.31456797765,313.7244515330308
6915000,-78549.86925547765,310.72079314690706
6920000,-78721.74425547765,311.24648238302575
6925000,-78425.75206797765,315.3260702547016
6930000,-78733.14269297765,312.3925347881752
6935000,-78681.49425547765,304.461509483853
6940000,-78333.63488047765,309.30871290400916
6945000,-78753.93956797765,313.37008815759015
6950000,-78629.68175547765,316.63162070514164
6955000,-78500.15831797765,307.41736845467045
6960000,-78776.76769297765,321.61586864045813
6965000,-78688.02159922765,316.60826898299536
6970000,-78360.92003672765,316.6353803758759
6975000,-78732.55284922765,318.33918287670303
6980000,-78150.53331797765,311.0044427053876
6985000,-78826.67003672765,317.3301831794323
6990000,-78406.04894297765,310.7160573083942
6995000,-78648.76769297765,315.28805446246156
7000000,-78633.68956797765,307.4653073515705
7005000,-78639.11144297765,320.78813954837636
7010000,-78303.77159922765,303.9453447978384
7015000,-78442.58019297765,309.84049057164407
7020000,-78314.51378672765,319.5237927218379
7025000,-78507.37316172765,312.1297719475786
7030000,-78452.80675547765,313.8164408456809
7035000,-78617.90831797765,310.78090820017076
7040000,-78853.45519297765,311.56188059955383
7045000,-78350.97472422765,313.5688527131637
7050000,-78155.56847422765,306.5503933145996
7055000,-77912.11925547765,309.80287534134544
7060000,-78760.58800547765,317.1529449636536
7065000,-78444.07238047765,314.5473752991895
7070000,-78386.23644297765,317.29002014424833
7075000,-78735.37706797765,316.3808436551788
7080000,-78397.95519297765,313.56756520496936
7085000,-78504.33019297765,316.8210753275014
7090000,-78171.53722422765,314.03492155380604
7095000,-78249.44738047765,311.6631901147343
7100000,-78465.15050547765,318.27618069909255
7105000,-78761.20519297765,310.99025875643304
7110000,-78745.29894297765,307.21830125827427
7115000,-78101.32628672765,309.67581674269104
7120000,-78161.76769297765,314.2512102469287
7125000,-78601.18175547765,312.7108100266826
7130000,-78648.04503672765,312.2979107657062
7135000,-78146.31456797765,312.2023986829416
7140000,-78343.61144297765,309.6705765254785
7145000,-78358.91222422765,309.6089891085205
7150000,-78540.63878672765,318.4263304821999
7155000,-78294.36925547765,316.26167889792083
7160000,-78624.35363047765,309.7408810673765
7165000,-78726.84581797765,315.20640399421177
7170000,-78837.00988047765,309.07554204111744
7175000,-78483.61534922765,313.6436801367396
7180000,-78384.83800547765,312.3141552161371
7185000,-78148.65831797765,307.5911584316339
7190000,-78161.03331797765,313.4288310248971
7195000,-78868.85363047765,311.12412838167086
7200000,-78631.15050547765,314.48800895239106
7205000,-78505.89269297765,311.16952286629663
7210000,-78424.22472422765,315.9838632933934
7215000,-78191.31847422765,316.8721931726409
7220000,-78627.36534922765,311.80702885146343
7225000,-78819.26769297765,314.01520999226
7230000,-78389.64659922765,315.4326351462196
7235000,-78940.93175547765,315.6360389981765
7240000,-78611.24034922765,308.20362587372557
7245000,-78760.36925547765,315.4900564687691
7250000,-78492.81456797765,307.38316229837227
7255000,-78431.05675547765,308.77518713821337
7260000,-78876.16613047765,310.5551866632436
7265000,-77905.16613047765,311.21605028650737
7270000,-78242.96691172765,319.6210475110679
7275000,-78182.89659922765,307.5499904363445
7280000,-78298.97081797765,320.312800937037
7285000,-78198.93956797765,312.8036692359682
7290000,-78767.54894297765,316.44792701525614
7295000,-78620.64269297765,314.8018105242628
7300000,-78539.75988047765,307.44823679317267
7305000,-78454.43175547765,314.0382720823288
7310000,-78456.61144297765,316.8479432630111
7315000,-78160.63488047765,312.6599192628208
7320000,-78490.97863047765,312.60877499529676
7325000,-78571.00206797765,313.30836576607516
7330000,-78576.42003672765,309.5403427525728
7335000,-78772.10363047765,303.43443098936007
7340000,-78322.53331797765,308.30418450561274
7345000,-78378.61925547765,309.1136976149475
7350000,-78529.32238047765,310.5901918126142
7355000,-78485.06847422765,308.04435723747446
7360000,-78181.33019297765,316.656310698158
7365000,-78612.92784922765,316.1711287538492
7370000,-78529.11925547765,316.5101396489594
7375000,-78365.01378672765,317.4703492332902
7380000,-78275.93175547765,312.8393795015826
7385000,-78300.96300547765,311.9798788112203
7390000,-78322.71691172765,309.4001481015564
7395000,-78356.28331797765,316.53296046247635
7400000,-78469.50206797765,313.3541494865833
7405000,-78465.21300547765,314.00824501997414
7410000,-77957.18175547765,319.58123266671856
7415000,-78083.83019297765,308.1994162858453
7420000,-78941.41613047765,312.3129608797167
7425000,-78573.00597422765,314.8797490320331
7430000,-78119.87316172765,320.2222593670384
7435000,-78409.85363047765,319.08831855472437
7440000,-78284.95519297765,311.8676949322235
7445000,-78523.18175547765,314.79922961003854
7450000,-78524.45128672765,312.2459415390771
7455000,-78551.56847422765,317.61806880914804
7460000,-78246.05675547765,319.7220604888014
7465000,-78176.79894297765,317.1656079081912
7470000,-78327.29894297765,316.47859526142855
7475000,-78728.80675547765,316.71052605888923
7480000,-78172.97863047765,317.2456914078934
7485000,-78699.44738047765,311.06853275272846
7490000,-78141.07238047765,314.98841089060807
7495000,-78241.33800547765,319.76076399536385
7500000,-78204.32238047765,313.71691336518955
7505000,-78656.12316172765,313.47601179787347
7510000,-79098.72863047765,312.06633606205446
7515000,-78590.55675547765,306.2051212849324
7520000,-78736.52941172765,317.5802112724614
7525000,-78105.97081797765,321.8093802101558
7530000,-78002.53331797765,322.2561422115852
7535000,-78170.78722422765,312.4820078899118
7540000,-78733.50597422765,308.16056435681475
7545000,-78438.64269297765,312.2407767497188
7550000,-78435.67394297765,311.60809239474173
7555000,-78514.41613047765,316.1943553650862
7560000,-78492.88488047765,314.231145050649
7565000,-78537.04113047765,313.86771821047483
7570000,-78525.15831797765,309.0199464342274
7575000,-78866.33800547765,315.17555706522035
7580000,-78909.71300547765,310.32411977349165
7585000,-78468.65441172765,310.4832768334033
7590000,-78416.67003672765,309.81368728051706
7595000,-78518.28331797765,315.97428221508267
7600000,-78875.70519297765,316.93388304735697
7605000,-78527.18956797765,312.56580965684765
7610000,-78623.85363047765,317.0214540605697
7615000,-78659.03331797765,315.89982277502986
7620000,-78112.33409922765,309.5738635972631
7625000,-78132.84581797765,311.976214326857
7630000,-78415.21300547765,310.47685011490756
7635000,-78427.29894297765,314.3782529584995
7640000,-78322.83019297765,313.30660112407094
7645000,-78287.56066172765,309.8437915206091
7650000,-78286.16613047765,311.97943701875295
7655000,-78312.40441172765,315.2803131587686
7660000,-78562.58019297765,312.8235398925125
7665000,-78635.78331797765,317.4298331715039
7670000,-78562.68175547765,311.9182563655721
7675000,-78326.64269297765,309.4982798675147
7680000,-78249.75206797765,313.95041640814384
7685000,-78206.77159922765,314.5185611556499
7690000,-78352.10363047765,312.94699122790104
7695000,-78287.81456797765,317.0755735063288
7700000,-78227.46300547765,312.0499922888841
7705000,-78187.10753672765,323.1697793773377
7710000,-78203.25206797765,315.3272928683141
7715000,-78765.75988047765,311.69544504532394
7720000,-78396.25597422765,319.3969720136798
7725000,-78315.95519297765,315.6711056555287
7730000,-78275.71691172765,314.44156549093765
7735000,-78482.81456797765,312.72684313129497
7740000,-78452.98644297765,317.381545985524
7745000,-78252.34972422765,318.15005384798536
7750000,-77921.79113047765,310.002181567001
7755000,-78428.16613047765,318.3378558481151
7760000,-78703.94738047765,308.6270134121343
7765000,-78104.12706797765,310.5821732656211
7770000,-78549.45128672765,315.39300224277804
7775000,-78343.68956797765,309.58354363081304
7780000,-78764.60363047765,314.9218985105366
7785000,-78342.24425547765,314.9816710276619
7790000,-78412.73644297765,306.21090942987246
7795000,-78518.70519297765,312.576401876655
7800000,-78487.86534922765,311.16161094925315
7805000,-78137.45909922765,308.7629062635292
7810000,-77604.46300547765,318.97385374799165
7815000,-78339.41613047765,314.56857166751354
7820000,-78676.20128672765,320.0039237371313
7825000,-78574.06456797765,309.1810629657931
7830000,-78775.15050547765,315.51599805867204
7835000,-78262.37706797765,317.8052635537441
7840000,-78069.14269297765,315.9625139012246
7845000,-78515.15441172765,316.62825798858296
7850000,-78083.60753672765,312.4086718588363
7855000,-78431.36144297765,317.23110377163545
7860000,-78654.32628672765,308.3300525601468
7865000,-78474.12706797765,311.95415093905933
7870000,-78192.43175547765,309.3731686412667
7875000,-78241.18175547765,322.0398307952
7880000,-78574.11534922765,313.644693221752
7885000,-78214.61144297765,320.4911681040194
7890000,-78274.15050547765,311.1634881212803
7895000,-78315.72863047765,312.76628847334365
7900000,-78567.69738047765,316.5043112362592
7905000,-78489.12706797765,310.5237951473823
7910000,-78211.13488047765,314.53456785257634
7915000,-78003.29503672765,311.1528384440288
7920000,-78413.20128672765,310.4287547810785
7925000,-77925.37316172765,318.4479009191188
7930000,-78218.34972422765,316.59184916184734
7935000,-78512.37316172765,313.28180713339947
7940000,-78054.21691172765,310.74299537247794
7945000,-78103.52550547765,312.0777300572998
7950000,-78612.44738047765,316.13363037386483
7955000,-78733.88878672765,309.4395472278191
7960000,-78479.23253672765,308.7696293521343
7965000,-78309.18956797765,319.0688742393097
7970000,-77709.94738047765,314.53645100927406
7975000,-78942.22863047765,310.291685083335
7980000,-78229.92784922765,307.6284705242548
7985000,-78287.59581797765,307.36085497617375
7990000,-78128.01769297765,307.55327930513596
7995000,-78701.15441172765,314.9199650563408
8000000,-78906.28331797765,313.7623656643925
8005000,-78464.46300547765,317.43431225161083
8010000,-78213.26769297765,316.4464548895756
8015000,-78434.97863047765,315.76906497601124
8020000,-78564.75988047765,322.63966828670505
8025000,-78365.64659922765,314.4604350960468
8030000,-78142.85753672765,309.5311893825533
8035000,-78326.70909922765,311.9490106506401
8040000,-78592.77550547765,321.13903611478105
8045000,-78505.82238047765,308.12080954539164
8050000,-78590.92394297765,315.8137305213168
8055000,-78310.79113047765,317.9904642978649
8060000,-77933.08800547765,316.4953820526536
8065000,-78081.28722422765,316.23596278077537
8070000,-77825.17394297765,312.5461948708024
8075000,-78139.15831797765,312.22450417665465
8080000,-78772.51769297765,317.1479587364473
8085000,-78367.02550547765,317.08232608092356
8090000,-78577.12316172765,309.53543825980614
8095000,-78368.77550547765,316.3872009203594
8100000,-78222.98253672765,315.7832951156668
8105000,-78217.00988047765,319.8347453797722
8110000,-78394.79894297765,317.4116253659466
8115000,-78730.70519297765,311.6512567097756
8120000,-78697.75206797765,312.40767344484317
8125000,-78241.61144297765,312.76484543924107
8130000,-78098.25206797765,312.3909470031429
8135000,-78083.15831797765,313.3535109518727
8140000,-78748.76769297765,312.9096722601821
8145000,-78288.63097422765,321.92541200393924
8150000,-78202.79113047765,315.3542947323415
8155000,-78180.34581797765,313.65775012402247
8160000,-78442.22863047765,315.42574666429346
8165000,-78518.50988047765,314.8834436141108
8170000,-78531.87316172765,309.5634329756911
8175000,-78348.90831797765,314.4107987618642
8180000,-78311.86144297765,316.80251363678093
8185000,-78802.72863047765,320.09751437019463
8190000,-78749.74816172765,314.3975887916241
8195000,-78238.77941172765,317.4034620646068
8200000,-77845.69738047765,315.84513769898723
8205000,-78903.48644297765,310.0691548146749
8210000,-77917.74034922765,312.8836339382632
8215000,-78399.32238047765,311.08456611490277
8220000,-78673.00988047765,309.1911493280162
8225000,-78030.22472422765,311.32214341102434
8230000,-78555.70519297765,316.0595187314017
8235000,-78683.22081797765,313.07327707485996
8240000,-78298.86925547765,314.35222776541696
8245000,-78681.70128672765,306.0852465840352
8250000,-78255.99425547765,314.7170544604243
8255000,-78154.92003672765,311.3920930809688
8260000,-78294.08800547765,312.7693412219443
8265000,-78304.93956797765,319.46999611835963
8270000,-78487.61925547765,314.61934744757593
8275000,-77962.82628672765,312.05412856675423
8280000,-78682.33019297765,316.77861806036566
8285000,-78420.61144297765,314.97407708241275
8290000,-78289.00988047765,309.24509292452603
8295000,-78438.94738047765,313.3535435466962
8300000,-78388.00988047765,307.79171710805895
8305000,-78363.30675547765,311.7075255713661
8310000,-78546.25988047765,313.8388114350854
8315000,-78657.40441172765,316.4450958630711
8320000,-78706.96300547765,306.61574616619396
8325000,-78389.95909922765,320.6707073062368
8330000,-78377.09972422765,318.2736552448199
8335000,-78490.29503672765,305.38012707198817
8340000,-78464.83800547765,316.9705344141395
8345000,-78807.35363047765,309.8437517587773
8350000,-78243.63097422765,315.5867306471882
8355000,-78255.09581797765,321.3181028393187
8360000,-78492.11925547765,318.0312012402505
8365000,-78668.74034922765,314.24315919163917
8370000,-78431.25988047765,313.62386445961243
8375000,-78124.80284922765,311.1454016260876
8380000,-78291.31456797765,315.85885841691186
8385000,-78263.49425547765,310.9018474640917
8390000,-78251.65831797765,311.9121468854225
8395000,-78121.66222422765,314.7180536056384
8400000,-78195.03331797765,306.5555181366926
8405000,-78524.00206797765,312.41401351272964
8410000,-78620.98644297765,316.30141256990737
8415000,-78253.89269297765,313.9805914776421
8420000,-78491.92394297765,314.72706165633014
8425000,-78202.85363047765,318.07231781374304
8430000,-78622.23644297765,314.8325081524203
8435000,-78342.25206797765,312.01806923646603
8440000,-78201.71300547765,318.604382380294
8445000,-78083.93175547765,313.63020300574595
8450000,-78621.18956797765,314.8865978074506
8455000,-78311.21691172765,313.9829646169621
8460000,-78029.42394297765,311.571825687735
8465000,-78280.56456797765,317.58358434059727
8470000,-78481.88488047765,314.02883743915004
8475000,-78105.76378672765,311.24755769875117
8480000,-78104.25206797765,308.4049541897857
8485000,-78303.86925547765,317.9638337853756
8490000,-78078.99425547765,313.60916153738765
8495000,-78551.62706797765,309.7296739413986
8500000,-78365.27550547765,309.9519303476675
8505000,-78518.54113047765,314.4988542059259
