#"Step","Potential Energy (kJ/mole)","Temperature (K)"
460000,-77972.62316172765,310.87980830988573
465000,-78215.49816172765,320.6905591054972
470000,-77773.47081797765,314.3387080949437
475000,-78036.99034922765,318.62649064873045
480000,-77557.54113047765,314.2581578187492
485000,-77847.71300547765,312.0965601726163
490000,-77728.17394297765,310.66547271614587
495000,-77862.54113047765,308.4911762054187
500000,-77609.00988047765,315.13294910009665
505000,-77959.90831797765,314.93915705924667
510000,-77887.87706797765,321.66391452256306
515000,-77992.95519297765,311.9549782710423
520000,-78104.93175547765,316.9938878433526
525000,-77641.04113047765,308.6607543151513
530000,-77928.17394297765,314.30941664584617
535000,-78079.80675547765,316.0145978254973
540000,-77942.62706797765,311.61013356146765
545000,-77746.83019297765,311.2681067945994
550000,-78364.67394297765,318.7072224843569
555000,-77798.77550547765,311.63031717965464
560000,-77883.90441172765,307.30775556079817
565000,-77550.90831797765,308.6789879257051
570000,-78035.63488047765,323.85106558967215
575000,-77601.87706797765,313.59425335378427
580000,-78565.72863047765,314.5040518852727
585000,-78076.35363047765,319.39004060100604
590000,-77575.04894297765,311.28132029830425
595000,-78024.11534922765,311.5213220582159
600000,-77945.22863047765,306.07064568191583
605000,-77676.74034922765,316.19578657861604
610000,-78047.06847422765,307.5085985158464
615000,-77642.64269297765,311.320308824328
620000,-77971.77941172765,311.2786535389781
625000,-78370.44738047765,311.25250525570937
630000,-77901.02159922765,313.9410610097856
635000,-78153.19347422765,314.81155639069556
640000,-78338.20519297765,314.2489479794686
645000,-78057.06066172765,316.95838097859485
650000,-78249.23644297765,311.60198829361497
655000,-78308.74425547765,317.5648521690168
660000,-78533.86144297765,318.0919712896351
665000,-77926.10363047765,319.05516490119345
670000,-78082.32238047765,319.06766373167227
675000,-77998.01378672765,306.5871647421712
680000,-78110.23253672765,314.393930669952
685000,-78089.61925547765,307.1536255653687
690000,-78084.10753672765,305.66030960446943
695000,-77945.65831797765,309.69893884337233
700000,-78022.01769297765,310.4885408280807
705000,-78027.30675547765,304.9384336388808
710000,-77777.81066172765,315.382003333467
715000,-77889.67784922765,313.59815736862936
720000,-78213.65831797765,314.12968072554196
725000,-78122.80675547765,307.03999980361374
730000,-78023.42784922765,316.7518325433112
735000,-77901.71300547765,309.1264315922918
740000,-77587.68956797765,311.23586980016
745000,-78201.22472422765,314.8178505780079
750000,-78308.47863047765,308.3705574526361
755000,-78164.63488047765,311.878680826417
760000,-77976.19738047765,314.1187201073628
765000,-77503.86925547765,317.5718262719994
770000,-77965.22081797765,308.59654163352116
775000,-77960.74425547765,317.4356045602491
780000,-77366.54113047765,311.8984322259596
785000,-78293.36534922765,314.0270093607055
790000,-77965.26769297765,310.9102130556424
795000,-78016.75206797765,306.6589020780897
800000,-78113.21300547765,317.45406184731064
805000,-77955.37706797765,310.05067017985306
810000,-78020.01378672765,315.4459722275799
815000,-78250.68175547765,312.7712289818073
820000,-78028.85363047765,313.7720767964864
825000,-77872.91222422765,314.2030074499675
830000,-77926.65050547765,318.82931357418124
835000,-78132.54113047765,318.75869310839437
840000,-77906.79894297765,306.26316822061636
845000,-78222.15831797765,313.5276847762319
850000,-78022.59581797765,310.1723416142153
855000,-77900.93956797765,310.08460228970205
860000,-78116.57238047765,308.50763119287535
865000,-78033.87706797765,320.765521792838
870000,-78176.58800547765,315.1525549037798
875000,-78245.12706797765,320.6707354195504
880000,-77993.66613047765,321.22853357280843
885000,-77780.33409922765,320.501479813668
890000,-77972.24425547765,316.71973768980786
895000,-77903.86925547765,315.5903613105118
900000,-77566.54113047765,314.78429532944364
905000,-78098.69738047765,313.6946451654126
910000,-77976.28331797765,313.7226895760984
915000,-78078.95519297765,314.31054592257044
920000,-78053.10363047765,310.5173628396033
925000,-78207.35363047765,316.70285851891106
930000,-78187.60753672765,309.09801316511164
935000,-77816.30284922765,309.3516110880645
940000,-78403.85363047765,313.90511327458444
945000,-77898.84581797765,316.33627136571056
950000,-78216.74034922765,314.8104835486938
955000,-78039.53722422765,319.08777496623543
960000,-77742.38097422765,315.2511407738217
965000,-78461.87706797765,309.66270892840566
970000,-77983.27159922765,316.35252373454836
975000,-78097.27550547765,314.0787809850664
980000,-77834.83409922765,311.0116671460187
985000,-78044.03331797765,311.0071928126288
990000,-77662.40831797765,315.27995678327534
995000,-77733.71691172765,319.02799841594407
1000000,-78137.75206797765,307.8265467634254
1005000,-78654.78331797765,317.11102223045486
1010000,-78706.14269297765,312.912255133808
1015000,-78424.52550547765,310.2957249429515
1020000,-78505.18956797765,315.28016575010713
1025000,-78071.58409922765,313.4893901247249
1030000,-78465.26378672765,312.52020054861373
1035000,-78037.22863047765,311.07542324245867
1040000,-78561.10753672765,317.33517262716515
1045000,-78356.97081797765,323.8902364492418
1050000,-77982.99034922765,314.89072996838775
1055000,-78104.55675547765,314.35991510249903
1060000,-78424.33800547765,312.65481107907374
1065000,-78226.58019297765,307.16489171224197
1070000,-78546.40831797765,304.9927739895498
1075000,-77918.73644297765,313.01792433990477
1080000,-78367.00206797765,308.25660885888334
1085000,-77681.75988047765,312.03147793457396
1090000,-77849.71300547765,319.8088982734401
1095000,-78543.15831797765,317.6527444677771
1100000,-77910.31456797765,311.393778028009
1105000,-77812.58019297765,309.8963807876555
1110000,-78155.40050547765,311.1470303468322
1115000,-77994.79113047765,314.59441547279187
1120000,-78368.97863047765,320.0064179673479
1125000,-77798.53331797765,315.1547975516415
1130000,-78178.02941172765,315.2812510307485
1135000,-78456.75206797765,316.91292034289955
1140000,-78345.68175547765,320.41794977319717
1145000,-78181.86925547765,315.65245724864684
1150000,-77865.68956797765,316.5726225780598
1155000,-78367.86925547765,315.5486697107786
1160000,-78079.72081797765,314.54742381649356
1165000,-78221.68956797765,311.06583284910465
1170000,-78273.68175547765,310.50588358308136
1175000,-77805.86144297765,315.2938280947227
1180000,-78494.04894297765,316.4636758889994
1185000,-77842.75988047765,312.3256672299669
1190000,-78295.45128672765,310.2425127281096
1195000,-78347.77159922765,314.77237025538125
1200000,-78414.56066172765,311.1035624131969
1205000,-78279.22863047765,309.87315121775316
1210000,-78588.76769297765,310.20333000565915
1215000,-78493.05675547765,311.0489191508568
1220000,-78531.49425547765,318.9057657698577
1225000,-78126.72863047765,309.4519784470607
1230000,-77961.75597422765,315.50775358879105
1235000,-78541.47081797765,314.03756395562357
1240000,-78128.44738047765,309.8014971621186
1245000,-77985.77159922765,319.0914720216442
1250000,-78212.56066172765,313.6965208000079
1255000,-78229.62706797765,312.31289229248847
1260000,-78611.12316172765,316.11337265957025
1265000,-78254.79113047765,314.30416198913866
1270000,-77946.97863047765,315.1702529555208
1275000,-78451.77941172765,318.0655168861863
1280000,-78099.12316172765,318.67784777996826
1285000,-78234.19738047765,312.77546971135877
1290000,-78421.93175547765,307.38864920592897
1295000,-78519.45128672765,317.9667252722757
1300000,-77862.28331797765,317.5451929299522
1305000,-77989.20519297765,311.9541276719708
1310000,-78130.87706797765,322.0220071498133
1315000,-78387.15050547765,318.1733649030014
1320000,-77717.78722422765,314.4125460396413
1325000,-78339.39269297765,312.8712956630454
1330000,-78338.52550547765,313.0060887034721
1335000,-78226.27550547765,318.17980133625184
1340000,-77897.26769297765,314.0010971593273
1345000,-78128.76769297765,312.3247772947342
1350000,-78393.91222422765,311.41772446429155
1355000,-78657.21300547765,314.3736996595609
1360000,-77697.43956797765,317.05779262497515
1365000,-77883.51769297765,312.67318971487174
1370000,-78470.91613047765,309.8027153535903
1375000,-78608.22472422765,314.2831827324616
1380000,-78166.97863047765,311.5748780841148
1385000,-78366.09581797765,314.7866571717592
1390000,-78146.63488047765,313.3290821770903
1395000,-78235.56456797765,307.0550515076153
1400000,-77782.19347422765,311.24394317235186
1405000,-78292.91222422765,313.3047737163165
1410000,-77998.56456797765,312.99087934618683
1415000,-78074.55284922765,311.8479734085107
1420000,-78395.43956797765,318.64454732156986
1425000,-77903.19738047765,310.3452414882861
1430000,-77651.55675547765,303.93382146138254
1435000,-77831.78331797765,311.6574608686344
1440000,-78199.40050547765,312.61423550156206
1445000,-78104.10753672765,316.9635787316859
1450000,-78754.15050547765,317.06840441792974
1455000,-78237.30675547765,315.0537399975977
1460000,-78235.12706797765,310.4772324087036
1465000,-78491.65441172765,315.62836726535113
1470000,-78113.99425547765,314.08960666185567
1475000,-77969.68956797765,313.9042542352282
1480000,-78126.04503672765,306.34218175688267
1485000,-78074.95519297765,311.4144307186682
1490000,-78136.82238047765,314.5081481578348
1495000,-78222.94347422765,310.185736272406
1500000,-78159.75988047765,311.5132547304372
1505000,-78557.51769297765,316.4882452375863
1510000,-77833.01769297765,315.0034591504784
1515000,-78099.97081797765,306.6808227156333
1520000,-77994.85363047765,310.68956653963346
1525000,-77910.11144297765,314.91340034420256
1530000,-78058.02159922765,316.7107271132578
1535000,-78104.76769297765,317.69303393901276
1540000,-78076.11925547765,316.86711519049567
1545000,-78550.68956797765,306.22185778679426
1550000,-77904.14659922765,315.2624706699724
1555000,-78478.22863047765,314.7251661066809
1560000,-78204.49425547765,300.9144790061416
1565000,-78331.27159922765,315.9077218329367
1570000,-78201.28331797765,315.1524973903364
1575000,-78373.81066172765,315.7097635593188
1580000,-78016.87706797765,318.3222508819441
1585000,-78858.77941172765,315.22396498695673
1590000,-78473.36534922765,309.808100875132
1595000,-78246.86534922765,315.9144160523772
1600000,-78119.54113047765,315.909477093988
1605000,-78326.49425547765,315.800355690219
1610000,-78138.00988047765,307.75640305145885
1615000,-78488.41613047765,315.6569631031317
1620000,-78174.40050547765,311.32491354443255
1625000,-78788.10753672765,320.8587563747911
1630000,-78517.95909922765,314.7804282428145
1635000,-78414.62316172765,311.7083886874602
1640000,-78478.87706797765,315.309564801549
1645000,-78157.77159922765,313.059689981557
1650000,-78130.62706797765,313.4194583231009
1655000,-78514.56456797765,313.75998609539806
1660000,-77814.57238047765,320.5663843204195
1665000,-78152.19738047765,307.09810250136314
1670000,-77832.22472422765,318.8209332694333
1675000,-77870.40831797765,311.3663937184099
1680000,-77824.75206797765,314.6186300144631
1685000,-77942.07238047765,313.83604904247755
1690000,-78125.56456797765,312.34316808945334
1695000,-78343.99816172765,312.4433914184398
1700000,-77982.77941172765,316.9745894134149
1705000,-78100.57238047765,304.5194627089133
1710000,-78551.78331797765,318.4973436708537
1715000,-78304.00597422765,311.46740237383307
1720000,-78211.09581797765,311.3739282688992
1725000,-78484.82238047765,316.70594506196744
1730000,-78363.72472422765,310.0842499110775
1735000,-78124.29503672765,310.8669147011922
1740000,-78306.68175547765,316.6924344215683
1745000,-78143.33409922765,304.03043795813346
1750000,-78504.09972422765,310.46689244302996
1755000,-78270.50206797765,310.32282184923747
1760000,-78350.32238047765,306.44940547200775
1765000,-78557.47081797765,318.12849378843345
1770000,-77934.50206797765,316.1646365686401
1775000,-78572.53331797765,318.23616788611145
1780000,-78118.30675547765,309.1575992593926
1785000,-78207.07628672765,320.4067008988625
1790000,-78176.60363047765,308.537388576758
1795000,-78105.68175547765,316.9197997063878
1800000,-78290.44347422765,314.2681368003213
1805000,-78233.07238047765,315.9235456279223
1810000,-77843.05675547765,313.6470415856462
1815000,-78472.45128672765,312.00992279821
1820000,-78356.31456797765,313.56373813880754
1825000,-78264.97472422765,314.72404815459373
1830000,-78096.02550547765,317.0900881955011
1835000,-78009.52550547765,312.65077496350295
1840000,-78159.46300547765,316.9132504304176
1845000,-78806.12706797765,315.27678473987356
1850000,-78578.28722422765,309.07506929183313
1855000,-78523.42784922765,308.6291115183774
1860000,-78388.91613047765,312.8502632144261
1865000,-78524.91222422765,314.2811554925229
1870000,-78041.39269297765,313.55310501784965
1875000,-78363.19347422765,312.01186942421924
1880000,-78663.93175547765,317.68399739440696
1885000,-78470.34972422765,310.7068835016913
1890000,-78723.18175547765,315.2146935857853
1895000,-78113.68956797765,319.9226858028539
1900000,-78154.54894297765,313.42996546468123
1905000,-78089.08800547765,316.45759013652213
1910000,-78099.76378672765,311.8896969233599
1915000,-78402.40050547765,314.55765408295304
1920000,-77949.69738047765,310.134309576666
1925000,-77803.25206797765,309.8184095567616
1930000,-78546.65441172765,314.8026323112775
1935000,-78136.56456797765,312.03414413555276
1940000,-78107.92003672765,314.473979171977
1945000,-78700.08800547765,323.18727550751873
1950000,-78358.68175547765,309.74008320079713
1955000,-77957.13488047765,316.5866444622475
1960000,-78092.44738047765,315.55047790191594
1965000,-78358.24425547765,317.9706655283648
1970000,-78272.42003672765,316.72457279796623
1975000,-77991.62316172765,316.1668286059433
1980000,-78317.67394297765,313.3097882493949
1985000,-78238.48253672765,317.58864363789166
1990000,-78710.06847422765,315.89860205502
1995000,-77925.06456797765,314.2997805929745
2000000,-78463.85363047765,315.3671463010554
2005000,-78461.04503672765,313.40855146577286
2010000,-78296.41613047765,312.7455631455767
2015000,-78798.62316172765,310.05503878203217
2020000,-78666.21300547765,315.6201358448554
2025000,-78127.41613047765,311.5087745465907
2030000,-78162.04113047765,309.0357842476266
2035000,-77892.79113047765,318.6858764637593
2040000,-78793.07238047765,315.5907502384884
2045000,-78293.22081797765,314.3500884424192
2050000,-78365.83800547765,315.31017136058864
2055000,-78009.13488047765,312.04888586077044
2060000,-78139.31066172765,316.8993141475215
2065000,-78214.57628672765,318.94204031027675
2070000,-78260.42394297765,315.6001093501112
2075000,-77991.08409922765,314.4127692986885
2080000,-78699.25988047765,309.47533240782576
2085000,-78531.39269297765,315.90146603979736
2090000,-78730.60363047765,312.3020555095227
2095000,-78231.00988047765,319.431777195884
2100000,-78203.11925547765,313.5710721155165
2105000,-78080.14659922765,309.0875288026659
2110000,-78364.36144297765,315.6953262813985
2115000,-78383.13488047765,317.8371044756054
2120000,-77931.47472422765,313.3757257504724
2125000,-78359.53722422765,321.9434146878829
2130000,-78329.98253672765,309.475790261986
2135000,-78175.38488047765,317.66600648197596
2140000,-78182.80675547765,315.7707553365919
2145000,-78096.48644297765,316.30706380929144
2150000,-78640.67394297765,320.13887365566234
2155000,-78341.97863047765,313.22569636987146
2160000,-78336.68956797765,310.36685533799005
2165000,-78168.66222422765,310.1294558814983
2170000,-78434.38097422765,315.4832757191101
2175000,-77940.33800547765,317.63386023914336
2180000,-77700.76769297765,313.68116790527347
2185000,-78720.27550547765,313.87732630075607
2190000,-78415.79113047765,315.1350241969213
2195000,-78268.56456797765,312.20443739702864
2200000,-78232.67784922765,317.50099415076363
2205000,-78104.11144297765,314.90121069081033
2210000,-78602.18956797765,313.5279017233975
2215000,-78279.50206797765,319.56827939637253
2220000,-78123.91222422765,314.680750479997
2225000,-78095.61925547765,305.7577269225674
2230000,-77997.03331797765,310.27842674602834
2235000,-78296.35363047765,317.31317435595116
2240000,-78013.35363047765,314.9772055843367
2245000,-78272.88488047765,311.45836947117925
2250000,-78131.50206797765,315.41986161153346
2255000,-78290.33800547765,317.4437902127855
2260000,-78422.26769297765,314.80105300694925
2265000,-77733.57238047765,312.63675446421144
2270000,-78658.02159922765,313.5365078769887
2275000,-78040.76378672765,320.2842316571097
2280000,-78203.14269297765,308.61146255658156
2285000,-78011.34581797765,313.6181042626093
2290000,-78168.00206797765,316.2188776663711
2295000,-78186.79113047765,311.18681463590076
2300000,-78027.65441172765,316.65627590182817
2305000,-77586.26378672765,314.11946748725745
2310000,-78172.84581797765,314.7419597985996
2315000,-78345.94738047765,310.4479424613256
2320000,-78162.26769297765,315.9129368008138
2325000,-78195.90050547765,307.74476090776534
2330000,-78120.75988047765,313.82319109776387
2335000,-78211.75988047765,314.58355864131835
2340000,-78454.73644297765,309.1324762089211
2345000,-77851.27159922765,316.35929890727016
2350000,-78044.27550547765,312.9251443790319
2355000,-77996.74034922765,318.15523916588984
2360000,-77905.62706797765,309.8395684673146
2365000,-77944.02159922765,313.33339234763474
2370000,-77984.43956797765,316.2609550050414
2375000,-78209.50206797765,316.66939520913166
2380000,-78494.06456797765,309.2829646598547
2385000,-77949.16613047765,313.1798368732546
2390000,-78289.04113047765,318.64849772835333
2395000,-78375.45519297765,313.43423385854544
2400000,-78409.59581797765,313.6061745926351
2405000,-78862.97863047765,311.72524133775437
2410000,-78240.78331797765,307.76653304970057
2415000,-78452.64269297765,312.1010736549668
2420000,-78165.15050547765,311.4392058628376
2425000,-77803.65831797765,316.6215019690813
2430000,-78218.23253672765,319.8127618553987
2435000,-77909.38097422765,319.80906802801445
2440000,-78194.88097422765,316.6900487096161
2445000,-78102.45519297765,311.1454512220594
2450000,-78337.93956797765,316.7514464108145
2455000,-77848.07628672765,315.73918667087685
2460000,-78465.90050547765,317.99114090557725
2465000,-78206.09581797765,317.7745729851754
2470000,-78029.55675547765,324.0362829070464
2475000,-78381.72863047765,308.94874393893787
2480000,-78059.75988047765,314.92999580892007
2485000,-78037.28331797765,320.2485381432517
2490000,-78047.57238047765,318.43340151322417
2495000,-78451.86144297765,313.40274010092145
2500000,-78546.26769297765,314.6643364142721
2505000,-77951.17394297765,312.02983468149563
2510000,-77798.39659922765,310.29205598580415
2515000,-78349.99034922765,314.2661742999111
2520000,-78111.62706797765,309.4209232458808
2525000,-78161.91613047765,313.38146683337675
2530000,-78223.46300547765,309.0859606076687
2535000,-78729.37706797765,312.2308860068803
2540000,-78114.50597422765,313.49230422038335
2545000,-78376.23644297765,315.5651416204799
2550000,-78049.00206797765,312.8182868325599
2555000,-78067.89269297765,313.39870195368957
2560000,-78094.29503672765,306.93286656143454
2565000,-78596.25206797765,314.16331026909955
2570000,-78707.60363047765,315.1253611100257
2575000,-77865.52550547765,314.77362882019406
2580000,-78183.77550547765,312.8988469059822
2585000,-78349.47472422765,313.53990048781213
2590000,-78600.39659922765,314.07913380339613
2595000,-78346.80284922765,315.66348876537074
2600000,-78827.27550547765,312.9584357823295
2605000,-78017.33800547765,313.6041141339175
2610000,-77854.01769297765,310.2707221450985
2615000,-78481.29113047765,313.57199010256454
2620000,-78255.48644297765,315.03033678117424
2625000,-77842.39269297765,318.953355565314
2630000,-78669.68566172765,313.5794107052466
2635000,-78303.70519297765,315.6562871070288
2640000,-78215.49425547765,317.9957564194679
2645000,-78065.07238047765,313.7568630715322
2650000,-78028.58409922765,312.23205102877057
2655000,-78605.25988047765,314.75569131386357
2660000,-78160.63488047765,310.89464358432616
2665000,-78356.81847422765,315.10033091822464
2670000,-77894.90831797765,314.7689696715187
2675000,-77828.29113047765,317.50508397808335
2680000,-78254.00988047765,314.6420507908129
2685000,-78263.58019297765,314.6140060954294
2690000,-78136.59972422765,316.97268344783805
2695000,-78109.22081797765,315.88270070431844
2700000,-78458.13097422765,315.3462386099598
2705000,-78293.24816172765,313.2372090254429
2710000,-78535.77550547765,314.24518862260476
2715000,-78339.04113047765,311.30979686145326
2720000,-77932.26769297765,317.25008810121153
2725000,-78598.96300547765,310.4418913902856
2730000,-78607.15050547765,315.823135763184
2735000,-78196.77550547765,310.4101300672422
2740000,-77892.67394297765,321.2363922760015
2745000,-78415.99425547765,318.86857064667186
2750000,-78063.47081797765,313.58397429897707
2755000,-78401.60753672765,318.3651433254581
2760000,-78197.40441172765,311.8023402297934
2765000,-77977.47863047765,308.74169229817653
2770000,-77750.24034922765,320.6061479266355
2775000,-78220.97863047765,317.7345727657953
2780000,-78594.09972422765,318.6439588835277
2785000,-78347.75988047765,315.38464348475026
2790000,-78704.78331797765,309.22418938789144
2795000,-78134.41613047765,308.310398397487
2800000,-78175.81456797765,311.1453054595774
2805000,-77926.45519297765,316.7481414018441
2810000,-78268.08019297765,312.5730391161028
2815000,-78274.81066172765,308.85116176623944
2820000,-78663.71300547765,312.7931840945936
2825000,-78339.91613047765,313.53237820662196
2830000,-78133.14269297765,317.0901139603767
2835000,-78564.02550547765,311.8782870269663
2840000,-78331.18956797765,310.56008502899795
2845000,-78445.20909922765,316.4979172508238
2850000,-77884.51378672765,314.2202404652706
2855000,-77884.08800547765,312.90677735255065
2860000,-78124.90050547765,311.0708559951451
2865000,-78532.70909922765,311.1789860055546
2870000,-78371.74425547765,313.2219580317592
2875000,-77734.73644297765,314.52335907942245
2880000,-78204.19347422765,304.85319675298854
2885000,-78289.39659922765,315.58442298460034
2890000,-78458.38878672765,314.774337468793
2895000,-78796.15441172765,313.59151637913294
2900000,-78072.59191172765,308.17133023587485
2905000,-78784.35753672765,318.969524714573
2910000,-78445.40050547765,311.1135683970803
2915000,-78260.38878672765,316.3975372486558
2920000,-78540.70519297765,314.9290858548911
2925000,-78816.42003672765,314.13670659996444
2930000,-77611.90050547765,314.72619318331164
2935000,-78289.36144297765,313.0071603032731
2940000,-77760.43956797765,313.5463584267065
2945000,-78401.53331797765,319.2181369072268
2950000,-78255.74425547765,310.27675566989234
2955000,-78429.13097422765,307.4268668840988
2960000,-78001.26378672765,318.3550798487637
2965000,-78008.26769297765,312.0072047585626
2970000,-78458.22081797765,313.22225942038847
2975000,-78563.79894297765,312.82752366673714
2980000,-77632.00988047765,315.69450638828687
2985000,-78444.98644297765,317.9978980919531
2990000,-78422.74425547765,314.6608027453776
2995000,-78363.99425547765,312.49039755520675
3000000,-77615.66613047765,309.00974730183094
3005000,-78150.40831797765,312.05841058768584
3010000,-78060.72863047765,311.17631005355776
3015000,-78053.57238047765,318.03137397795405
3020000,-78370.83800547765,316.6157473744267
3025000,-78535.61534922765,317.71508711834326
3030000,-78575.41222422765,321.20503591124253
3035000,-78337.14659922765,312.57721450393626
3040000,-78563.58409922765,312.9035800058165
3045000,-77848.58800547765,311.50882437804603
3050000,-78237.34191172765,311.5822654879291
3055000,-77910.28331797765,321.7189570063958
3060000,-78171.08800547765,317.29140470056853
3065000,-77855.96691172765,308.9415771826528
3070000,-77917.05284922765,312.65517032571995
3075000,-78023.22081797765,308.8860222728029
3080000,-78371.96300547765,314.0454337361748
3085000,-78407.31456797765,316.6307731084516
3090000,-78088.67394297765,316.90792651998333
3095000,-78313.96691172765,311.77134344728506
3100000,-78527.13488047765,314.9132748190715
3105000,-78391.91613047765,316.4781372954515
3110000,-78431.36144297765,310.1666236177881
3115000,-78321.98253672765,312.91829919831514
3120000,-78155.26769297765,315.7860132761636
3125000,-78453.50988047765,313.81371685441655
3130000,-78593.59581797765,310.6333946861302
3135000,-78698.03331797765,311.6781851925924
3140000,-78260.20519297765,316.8617750491898
3145000,-78669.81456797765,309.95119853558197
3150000,-77832.39659922765,313.49388412901834
3155000,-78432.62706797765,311.93600996163315
3160000,-78015.83800547765,311.38946577566486
3165000,-77899.00206797765,315.4167463510431
3170000,-78219.59191172765,312.2797733152772
3175000,-78176.43956797765,313.5498102361781
3180000,-78410.39659922765,314.5774522158129
3185000,-78222.05675547765,308.35956943992517
3190000,-77999.93956797765,315.75202663909704
3195000,-78397.15050547765,315.59782519997594
3200000,-78188.47863047765,313.4142322352134
3205000,-78225.61144297765,313.85963072747876
3210000,-78215.46691172765,312.6215410885418
3215000,-77989.02159922765,309.57325403075447
3220000,-78293.75988047765,312.29062409289577
3225000,-78594.99034922765,312.8713676352165
3230000,-78079.45519297765,313.1127529843853
3235000,-78409.90831797765,311.57001799038625
3240000,-77981.83409922765,315.4668316130701
3245000,-78941.53722422765,317.59575745434034
3250000,-77916.95519297765,315.21160240986296
3255000,-78140.74034922765,313.4956459980016
3260000,-78113.97472422765,313.66617709089525
3265000,-78340.36144297765,311.6453641618057
3270000,-78063.05675547765,310.80652260857966
3275000,-77642.44738047765,322.57560961126114
3280000,-78143.63488047765,312.5339453149294
3285000,-78659.66222422765,308.3285824912673
3290000,-78477.17394297765,312.11607852530574
3295000,-78686.61925547765,315.70555828270454
3300000,-78839.13488047765,314.9017917280571
3305000,-78052.33800547765,316.42912692626226
3310000,-78683.24425547765,316.9590518976321
3315000,-78249.05675547765,318.2598545619841
3320000,-77876.39659922765,310.5250601010297
3325000,-78316.05675547765,320.05150561363587
3330000,-78693.69738047765,313.84318367900823
3335000,-78403.80675547765,310.8143762045057
3340000,-78359.74425547765,318.45107571554814
3345000,-78380.38878672765,313.49147702728015
3350000,-78248.00988047765,315.85929007109996
3355000,-78423.78331797765,314.8347226866219
3360000,-77916.46691172765,312.93949555210975
3365000,-77918.23253672765,310.89374104723635
3370000,-78260.43956797765,314.86156681726004
3375000,-78123.25206797765,315.7049846754961
