#"Step","Potential Energy (kJ/mole)","Temperature (K)"
15070000,-79406.40539988587,317.1680802752946
15075000,-79065.58118113587,314.5346153310752
15080000,-79164.29993113587,304.5421679850927
15085000,-79119.88977488587,316.48326399353306
15090000,-79464.67883738587,314.6838502427699
15095000,-79074.54211863587,314.11885414552637
15100000,-79355.81946238587,307.1399926871402
15105000,-79432.49914988587,309.9687427230104
15110000,-79536.63196238587,307.1424451741494
15115000,-79077.06946238587,309.45566490145995
15120000,-79664.78430613587,315.34629970827393
15125000,-79136.72571238587,311.0496449118331
15130000,-79171.82727488587,316.1415358303846
15135000,-79431.17102488587,313.01273218484585
15140000,-79188.37805613587,310.8509641916778
15145000,-79130.21008738587,311.7408458537322
15150000,-79169.42102488587,313.3178744008911
15155000,-79021.94055613587,311.3385175018532
15160000,-79183.54993113587,315.1741123220187
15165000,-79296.31946238587,312.23539927357217
15170000,-79504.30383738587,313.17868162105196
15175000,-79686.29993113587,310.833180354816
15180000,-78838.14758738587,314.05479510017244
15185000,-79073.87414988587,310.00433765293695
15190000,-79542.66321238587,312.02080399155767
15195000,-79325.59289988587,310.421371582165
15200000,-79307.68664988587,311.7826918445587
15205000,-78975.67493113587,316.0298000407106
15210000,-79784.14758738587,312.8597637030275
15215000,-79069.60852488587,309.54132775996146
15220000,-79191.93664988587,307.5057971642717
15225000,-79587.09289988587,319.49302115630957
15230000,-79286.53430613587,310.88603582388515
15235000,-79111.54993113587,314.8747564379984
15240000,-79405.64368113587,310.5946648083697
15245000,-79125.96789988587,314.6279681648929
15250000,-79308.25305613587,311.9435231122922
15255000,-78812.21399363587,317.860671636833
15260000,-79698.07727488587,310.38979712376147
15265000,-79385.23743113587,321.3474272894679
15270000,-79257.93274363587,310.33199661798994
15275000,-79352.02258738587,313.125174118184
15280000,-79480.43664988587,310.21234909246397
15285000,-79126.46008738587,319.28868781738043
15290000,-79762.08118113587,307.51003869698405
15295000,-79634.04211863587,308.88657969588513
15300000,-78921.04993113587,311.9548287220168
15305000,-78934.13196238587,310.2979267801804
15310000,-79076.79602488587,314.24667945168443
15315000,-79063.74524363587,314.23860621887565
15320000,-79114.41321238587,310.41020935116757
15325000,-79246.58118113587,309.8669005241108
15330000,-79522.40149363587,317.6428315275816
15335000,-79009.31555613587,315.2960416902106
15340000,-78805.22571238587,310.05758162962076
15345000,-79372.93274363587,316.8648953628306
15350000,-79613.00305613587,313.55189107966265
15355000,-79429.85461863587,311.73601644409683
15360000,-79202.26086863587,312.9272888195044
15365000,-78765.23352488587,315.72119305046346
15370000,-79250.41711863587,314.763007472911
15375000,-79133.61243113587,310.26113768134496
15380000,-79468.14758738587,309.7381446850944
15385000,-78975.87414988587,316.5906606866858
15390000,-79198.15930613587,315.40181179537484
15395000,-78869.71399363587,311.3911479590347
15400000,-79094.42102488587,316.0047591451886
15405000,-79418.47180613587,314.43420787495666
15410000,-78969.00305613587,317.19967492843057
15415000,-79117.62805613587,317.6132740855184
15420000,-79237.96789988587,317.97733494923295
15425000,-79313.71789988587,313.0834654165187
15430000,-79260.72961863587,311.9661282387009
15435000,-78872.69836863587,313.60231205243105
15440000,-79177.57336863587,311.84189389462
15445000,-79076.48352488587,315.44643794148527
15450000,-78867.79211863587,309.53772872349856
15455000,-79250.11633738587,314.1185566778483
15460000,-79334.72180613587,320.48722118989355
15465000,-79092.67102488587,309.4846632743558
15470000,-79349.90539988587,311.3647590032336
15475000,-79155.85852488587,314.8272973319789
15480000,-78986.03039988587,306.48450300120436
15485000,-79609.56946238587,306.8891363400204
15490000,-79134.17883738587,310.70863804343276
15495000,-78778.33899363587,311.7399131410528
15500000,-78826.38196238587,310.228000948718
15505000,-79238.47180613587,313.0659406371963
15510000,-79199.90539988587,313.03529982381343
15515000,-79326.92883738587,314.86827032472075
15520000,-79150.72180613587,315.326678591276
15525000,-79252.85852488587,318.69660816987295
15530000,-79120.47961863587,310.94118771121293
15535000,-78987.35852488587,316.74761869032164
15540000,-79048.01477488587,314.3435956637971
15545000,-79460.68664988587,319.8618324066122
15550000,-79010.44836863587,308.2652871952136
15555000,-79224.74914988587,314.4916774936107
15560000,-79073.25696238587,314.5348341729079
15565000,-79159.84289988587,309.82414271309233
15570000,-79337.00696238587,320.5249918927774
15575000,-79405.96789988587,318.46400433294895
15580000,-79155.67102488587,311.5224049005259
15585000,-79433.91321238587,312.2585625927146
15590000,-79239.86243113587,313.0302010201678
15595000,-79050.67493113587,314.43204587413436
15600000,-79383.74914988587,320.0553271062626
15605000,-79504.86633738587,316.3717664699916
15610000,-79347.83508738587,313.69371950335255
15615000,-79450.88977488587,310.61688121940733
15620000,-79589.30383738587,309.1793545112012
15625000,-79447.94836863587,308.6544456709888
15630000,-79371.44446238587,318.64349175771207
15635000,-78969.82727488587,316.23243463011346
15640000,-79406.51477488587,317.9215031175401
15645000,-79173.73352488587,316.91583203245335
15650000,-78782.61243113587,310.30554392393003
15655000,-79535.54602488587,314.8603521797874
15660000,-79111.03821238587,315.4030204602751
15665000,-79079.93664988587,304.9513503129307
15670000,-79134.76477488587,310.23153762863825
15675000,-78734.28821238587,315.9635846311465
15680000,-79194.79211863587,310.1866472530539
15685000,-79679.59680613587,314.14865933786854
15690000,-79498.90539988587,317.36935551094575
15695000,-78931.85071238587,315.87300607542176
15700000,-79504.74524363587,313.0372833435025
15705000,-79348.83508738587,316.733343230206
15710000,-79067.15539988587,313.2930754789318
15715000,-79291.66321238587,308.0727948554862
15720000,-79670.77258738587,318.6149815944825
15725000,-78861.14758738587,308.0677583544531
15730000,-79177.28430613587,316.4150460031634
15735000,-78887.78821238587,321.3093311981728
15740000,-78851.51477488587,311.23357352638794
15745000,-79016.66321238587,309.00347381508357
15750000,-79334.74914988587,312.4900822859246
15755000,-79328.63586863587,312.2243606344215
15760000,-79495.27258738587,305.96491718918537
15765000,-79343.50696238587,311.0775649256296
15770000,-79903.77258738587,309.3097364259093
15775000,-79244.74914988587,317.1555550121682
15780000,-79201.90930613587,315.6459172724529
15785000,-79508.35071238587,315.93032184798096
15790000,-79714.40539988587,308.74406291188956
15795000,-79080.01868113587,312.01220141630625
15800000,-79259.97180613587,308.82228274548237
15805000,-79413.17102488587,312.00633514800086
15810000,-78953.05774363587,318.25043655662176
15815000,-79384.86633738587,309.1899038748353
15820000,-79565.94446238587,314.4166695047816
15825000,-79203.81555613587,313.2235366827536
15830000,-79263.61633738587,315.77933509477674
15835000,-79492.38196238587,314.75157516875373
15840000,-79449.30383738587,307.17170295272354
15845000,-79100.20227488587,313.7022931152763
15850000,-79782.25696238587,317.71283335678356
15855000,-79248.70618113587,313.4217754901359
15860000,-79363.61633738587,310.1051729958743
15865000,-78831.09289988587,306.93071782053454
15870000,-79491.60852488587,312.95220787911734
15875000,-79372.65539988587,309.7923836540267
15880000,-79384.22961863587,306.63797832306125
15885000,-79783.67102488587,310.88641343004684
15890000,-79323.97961863587,312.1245603087733
15895000,-79411.60852488587,314.649819258174
15900000,-79257.56164988587,306.81877997727514
15905000,-79436.53821238587,313.5611187097039
15910000,-78993.69055613587,306.78965784510086
15915000,-79658.26477488587,312.112649977628
15920000,-79612.88586863587,307.30768040924886
15925000,-79488.54602488587,314.2741859112607
15930000,-79410.32727488587,310.939015791762
15935000,-79554.31555613587,317.66507021018543
15940000,-79129.45227488587,311.20590841375997
15945000,-79411.27258738587,315.4408837823671
15950000,-79058.52258738587,309.9205895534937
15955000,-79554.56946238587,315.7330540038236
15960000,-79680.65930613587,311.9806737224995
15965000,-78802.47180613587,313.38894650996724
15970000,-79249.81164988587,317.73142497471815
15975000,-79481.74914988587,310.2869927813309
15980000,-78685.33118113587,326.4093841930218
15985000,-79419.97571238587,312.1330276834978
15990000,-79456.17102488587,310.99069400457483
15995000,-79640.56164988587,316.0133203163186
16000000,-79506.13586863587,311.66264024034757
16005000,-78985.13196238587,317.16070530857377
16010000,-79731.67102488587,318.79455156843534
16015000,-79580.88196238587,314.4550947920926
16020000,-79293.10461863587,312.4858917061706
16025000,-79549.18664988587,313.87062865736453
16030000,-79431.36633738587,311.4953962939365
16035000,-79101.74133738587,314.7198823757574
16040000,-79195.80774363587,312.58495389904147
16045000,-79411.44446238587,315.55214987902605
16050000,-79072.99914988587,312.0532382509639
16055000,-79128.45227488587,308.7692705496424
16060000,-79546.31555613587,310.450423028917
16065000,-79338.00305613587,312.06510735637283
16070000,-79390.97961863587,304.67908213392514
16075000,-78887.57727488587,318.44862248893986
16080000,-78785.55383738587,311.90563561549135
16085000,-79648.78821238587,308.05612978858363
16090000,-79144.57727488587,316.6876878313538
16095000,-79150.26477488587,313.15664211216676
16100000,-79628.97571238587,313.12232826358985
16105000,-79366.96008738587,316.9971588430733
16110000,-79530.19836863587,314.0530107099529
16115000,-78924.75696238587,307.5443713839036
16120000,-79355.56946238587,310.00882927437243
16125000,-79211.30383738587,312.62444886956416
16130000,-79330.44836863587,314.76465446186245
16135000,-78899.16321238587,308.71579664432505
16140000,-78787.78039988587,318.1954149446144
16145000,-79039.21008738587,320.91687440044063
16150000,-79058.64758738587,309.75968878321004
16155000,-79444.65539988587,307.5447680519198
16160000,-79388.53821238587,317.4797244486464
16165000,-79333.78430613587,304.074238109983
16170000,-79309.28039988587,311.487705651951
16175000,-79222.20618113587,310.6576484907953
16180000,-79419.96399363587,316.6096099752071
16185000,-78921.10071238587,309.2482413788327
16190000,-78995.65539988587,318.5194014218878
16195000,-79105.07727488587,313.5600112984495
16200000,-79680.42493113587,314.40506526963816
16205000,-78978.31946238587,314.8770624657415
16210000,-79288.63586863587,317.24970554918053
16215000,-79037.15539988587,316.40092411638284
16220000,-79017.79602488587,316.16798131430187
16225000,-79510.13196238587,314.8187814195975
16230000,-79427.10852488587,311.07197689740354
16235000,-79288.07727488587,309.41791681620117
16240000,-79269.76477488587,307.27620035787066
16245000,-79287.56164988587,311.7419986258006
16250000,-79610.01086863587,315.8238464319731
16255000,-79549.87414988587,314.2815317638365
16260000,-79318.51086863587,314.6241140540795
16265000,-79616.75305613587,320.93486942687974
16270000,-78618.83899363587,314.40099054558243
16275000,-79036.83508738587,313.9025952667546
16280000,-79355.46399363587,316.2816779186211
16285000,-79315.70618113587,312.9258338392742
16290000,-79278.58508738587,311.0270889667132
16295000,-79168.72571238587,315.18145193567864
16300000,-79627.04602488587,308.4371243061402
16305000,-79022.95618113587,318.8487287896898
16310000,-79213.71789988587,312.998031640873
16315000,-79116.90539988587,322.58591255109303
16320000,-79244.15930613587,314.96399230249637
16325000,-79210.27258738587,311.6216434829116
16330000,-79055.19836863587,315.7774273131619
16335000,-79302.03430613587,313.6517698334308
16340000,-79147.76868113587,314.5662365062986
16345000,-79203.28821238587,317.9147443425041
16350000,-79525.89368113587,311.9987844981002
16355000,-79055.23352488587,314.6414988080924
16360000,-79008.82336863587,314.6779611113293
16365000,-79148.71008738587,317.67550947175266
16370000,-79276.02649363587,306.5041545327054
16375000,-79140.40930613587,307.52252591330097
16380000,-79225.10852488587,309.25000316978463
16385000,-79181.08508738587,313.0144209365068
16390000,-79154.24914988587,319.6228181224769
16395000,-79005.04993113587,313.9762876818995
16400000,-78932.02258738587,305.37027496867654
16405000,-78844.63586863587,310.95479448764996
16410000,-79050.81555613587,317.6973380717277
16415000,-79094.06164988587,317.12976241942977
16420000,-78815.60071238587,316.34554303538454
16425000,-79563.76477488587,309.54301935401975
16430000,-79037.56164988587,310.51443227253554
16435000,-79132.94446238587,307.17091083855917
16440000,-79423.17102488587,314.8668102368369
16445000,-78944.44055613587,312.6399817171319
16450000,-79551.77649363587,321.2903867831424
16455000,-79141.56164988587,313.8887758793013
16460000,-78890.06946238587,314.0239024923573
16465000,-78998.49133738587,314.0865537047714
16470000,-79097.73352488587,311.8595686342152
16475000,-79230.16321238587,319.294604754733
16480000,-79321.97180613587,312.983013588812
16485000,-79170.64368113587,306.3239482169055
16490000,-79425.32727488587,314.6188311284459
16495000,-79429.92102488587,312.2677718440072
16500000,-79627.30774363587,314.7423790108609
16505000,-78999.40539988587,313.676895072991
16510000,-79514.63977488587,311.3242382319896
16515000,-79197.34289988587,314.3067019852028
16520000,-79010.33508738587,306.17369736744484
16525000,-79255.37414988587,314.36247600010756
16530000,-79148.58508738587,312.99988235545703
16535000,-79596.76477488587,310.19057103825713
16540000,-78880.26477488587,305.1794572177279
16545000,-79341.18664988587,316.75320169676064
16550000,-79152.07727488587,313.86257790286123
16555000,-79048.45618113587,314.9481105499807
16560000,-78916.13196238587,313.0747881561561
16565000,-79259.16321238587,314.597882110569
16570000,-79207.37414988587,309.70528213729096
16575000,-79588.96789988587,319.89919820213447
16580000,-79115.92102488587,310.6157136821253
16585000,-79481.69446238587,310.3089879595758
16590000,-79206.96789988587,314.0826754400728
16595000,-79717.62414988587,315.6384137191993
16600000,-79594.51868113587,307.38487381823666
16605000,-79420.66711863587,306.12152971603103
16610000,-79360.54993113587,313.3288281294655
16615000,-79137.11243113587,313.00505278794554
16620000,-79495.58118113587,313.55390217103604
16625000,-79350.48352488587,313.10001686485816
16630000,-79251.78039988587,309.8187868470856
16635000,-79268.22180613587,318.7628266701926
16640000,-79154.26086863587,313.04607811116466
16645000,-79266.56164988587,310.8021776257103
16650000,-78918.50305613587,312.3246664097787
16655000,-79816.37024363587,311.6224172095563
16660000,-79557.49133738587,311.3694198830613
16665000,-79034.06164988587,310.9080360404945
16670000,-79334.73743113587,314.8456572693939
16675000,-79503.67493113587,312.5081420333601
16680000,-79286.16321238587,317.7813488902035
16685000,-79528.52258738587,314.57318083256536
16690000,-78992.97961863587,309.02472725331506
16695000,-78916.95227488587,315.05557246427173
16700000,-78913.42883738587,309.72660136535575
16705000,-79071.91321238587,315.6161822665848
16710000,-79212.26477488587,312.70585528899954
16715000,-79077.77649363587,311.20479170971953
16720000,-79422.99914988587,315.3168030928849
16725000,-79251.46789988587,311.7779601775684
16730000,-79632.65149363587,313.84188515898666
16735000,-79303.85461863587,311.973721436934
16740000,-79062.77258738587,311.1957320120434
16745000,-78914.97961863587,316.90199083096934
16750000,-79481.21399363587,308.00765206323206
16755000,-79598.22961863587,315.71554672031255
16760000,-78685.74524363587,305.50259195599796
16765000,-79212.88977488587,311.98174929401813
16770000,-79011.01477488587,313.2711763321309
16775000,-79450.45618113587,308.0963213677824
16780000,-79724.99133738587,316.6722401721379
16785000,-79284.79211863587,317.18975184397146
16790000,-79360.61243113587,320.6550248494386
16795000,-79245.70227488587,316.86314856797543
16800000,-79044.91321238587,314.92600603824417
16805000,-79486.79602488587,313.693285430965
16810000,-79396.74524363587,319.7075845302026
16815000,-79410.42493113587,316.9437687015626
16820000,-78982.40539988587,315.8784886839144
16825000,-79286.03821238587,311.5045104379353
16830000,-78870.12024363587,316.7477467808923
16835000,-79317.52258738587,316.3932958173787
16840000,-79255.78821238587,313.4864061651567
16845000,-79212.24914988587,314.1783488827639
16850000,-79626.36633738587,312.0382542666771
16855000,-79351.22180613587,319.24742750416374
16860000,-79149.39758738587,316.34409722177486
16865000,-78983.46789988587,312.5922366161114
16870000,-79177.05383738587,312.1669249201997
16875000,-79330.51477488587,316.95040161601895
16880000,-79304.55383738587,317.3359172680695
16885000,-79198.84289988587,313.9112987701625
16890000,-79479.26477488587,312.87762751466147
16895000,-79451.52258738587,314.9744813705242
16900000,-79311.07727488587,310.33925011311374
16905000,-79054.98743113587,311.96043039980407
16910000,-79020.65539988587,316.9207593396775
16915000,-79495.04602488587,312.22390767137057
16920000,-78684.93274363587,314.0221545765282
16925000,-79023.20618113587,310.1791735297642
16930000,-79232.13977488587,314.6404094287006
16935000,-79326.35071238587,312.2530546207391
16940000,-79135.03821238587,315.5785574041631
16945000,-79049.46789988587,314.1420922614438
16950000,-79599.62414988587,314.96479921799454
16955000,-79020.32727488587,308.67680123162336
16960000,-79309.71008738587,311.8517860780624
16965000,-79296.64758738587,308.3376312473351
16970000,-78869.71008738587,318.00679691515626
16975000,-79086.38196238587,313.063797222996
16980000,-79161.38196238587,312.08298088126367
16985000,-79134.19446238587,312.0433761782984
16990000,-79658.26477488587,313.0345924684035
16995000,-79510.87024363587,308.8949715079284
17000000,-79487.42883738587,317.5581660733794
17005000,-79505.46789988587,316.0835937397381
17010000,-79037.48352488587,310.7903583798689
17015000,-79596.83118113587,309.2730929914231
17020000,-79884.04602488587,310.077504456104
17025000,-78991.24914988587,313.8962560503905
17030000,-79269.92102488587,308.92879653796683
17035000,-79335.01086863587,307.68544218444896
17040000,-79217.69055613587,316.2249775019016
17045000,-79016.96399363587,315.75141781307104
17050000,-79304.84289988587,317.5026371157963
17055000,-79605.40539988587,312.2311420373132
17060000,-79496.98352488587,316.99663567090863
17065000,-79393.32727488587,315.1714333914301
17070000,-78812.76086863587,316.092309765871
17075000,-79497.42883738587,304.6127794960933
17080000,-79122.77258738587,311.335901425481
17085000,-79227.19446238587,312.8170561085041
17090000,-79241.11633738587,314.690238472676
17095000,-78838.17493113587,310.2273868116212
17100000,-79305.13586863587,310.14986375499103
17105000,-78954.99133738587,311.5620952756522
17110000,-79535.12805613587,308.3724905158687
17115000,-79511.12024363587,314.413950039621
17120000,-79236.19446238587,314.66791670339296
17125000,-79210.39368113587,316.31887463772296
17130000,-79187.81164988587,309.34832801846744
17135000,-79024.17883738587,324.63068657107686
17140000,-79262.51868113587,312.4313645251319
17145000,-79584.89758738587,317.25750244638
17150000,-79090.67102488587,310.00657405484696
17155000,-78801.85461863587,309.2859065076924
17160000,-79083.03430613587,314.8499573682651
17165000,-79302.09289988587,312.8121959991072
17170000,-79405.46008738587,314.5034788172049
17175000,-79360.70227488587,311.0811621597291
17180000,-79474.81164988587,318.56931554733376
17185000,-79401.96789988587,314.85093199277776
17190000,-78645.36243113587,317.4802464788947
17195000,-79647.56164988587,312.4523194530731
17200000,-79171.92883738587,310.38977603085806
17205000,-79165.44836863587,313.8421561770698
17210000,-79288.03821238587,311.42338752037904
17215000,-79033.52649363587,321.71738721100235
17220000,-79275.07727488587,313.5236581707449
17225000,-79340.52649363587,316.5091722978967
17230000,-79230.40539988587,308.85022945323743
17235000,-79817.55383738587,317.46835205508415
17240000,-78921.81946238587,314.0505898874656
17245000,-79299.03039988587,321.58943924132063
17250000,-79188.49914988587,319.6462814257346
17255000,-79554.93664988587,321.7786110238617
17260000,-79325.97961863587,317.0021492902493
17265000,-79296.94836863587,316.6184735649977
17270000,-79063.01086863587,307.84182084073916
17275000,-78944.20227488587,317.7105137608038
17280000,-79342.99914988587,315.32523501429324
17285000,-79509.58899363587,304.8549778451235
17290000,-79392.30774363587,315.10900534399684
17295000,-79295.87414988587,317.2828157699369
17300000,-79083.51477488587,313.6247403283976
17305000,-79094.74914988587,313.0434268691339
17310000,-79422.24524363587,314.5652983821388
17315000,-79328.99914988587,309.66938671868536
17320000,-79123.14368113587,315.5061755087227
17325000,-79023.10852488587,304.5723882361184
17330000,-79482.95227488587,311.35929364631454
17335000,-79235.46008738587,317.83480960878563
17340000,-79554.53821238587,312.58778569467825
17345000,-79230.32336863587,318.07804062086
17350000,-79634.76868113587,315.23537649497484
17355000,-79452.57727488587,310.7484897665285
17360000,-79205.41321238587,312.9356245362651
17365000,-79169.51868113587,312.32025573555546
17370000,-79403.94836863587,310.8029958695191
17375000,-79445.17883738587,306.85221557120127
17380000,-79308.24914988587,314.1101178963053
17385000,-79212.87414988587,314.13272625826164
17390000,-79258.05383738587,316.68593468272223
17395000,-78729.62414988587,311.8539014405609
17400000,-79218.12414988587,313.6260592072668
17405000,-78863.65149363587,313.73781740714173
17410000,-79212.15539988587,313.20999715043047
17415000,-78659.27258738587,309.9686430974792
17420000,-79397.17102488587,310.51473725473255
17425000,-79443.43664988587,314.7422466888731
17430000,-79449.79602488587,313.18050023714545
17435000,-79563.07727488587,314.07524055553245
17440000,-79437.31946238587,315.5703372135498
17445000,-79260.75305613587,315.9778022411302
17450000,-79586.35461863587,312.12511413243027
17455000,-79396.93664988587,318.6644028459016
17460000,-79595.16321238587,314.9283870554846
17465000,-79908.96008738587,317.810978275027
17470000,-79512.63977488587,312.2275183125152
17475000,-79342.46789988587,312.7377151925079
17480000,-79119.31164988587,312.53707331192226
17485000,-79394.66321238587,311.02873320525583
17490000,-79382.35071238587,313.47179558476927
17495000,-79202.02258738587,311.9590457143395
17500000,-79538.97180613587,313.9768344983382
17505000,-78972.58508738587,315.71056621943774
17510000,-79512.76477488587,315.57575441942174
17515000,-79426.28821238587,310.71766750902475
17520000,-79344.73352488587,313.24148678419925
17525000,-79439.32336863587,316.76452775515025
17530000,-79222.19055613587,314.35739464458703
17535000,-79422.35852488587,308.8268001109736
17540000,-79078.76477488587,308.0949575105895
17545000,-78828.74133738587,307.07258613524544
17550000,-79271.49914988587,316.9769920139072
17555000,-79338.97180613587,317.74975136079746
17560000,-79347.17883738587,311.71290919375446
17565000,-79219.02258738587,312.91352113280055
17570000,-79684.76477488587,313.2178250699126
17575000,-79325.94446238587,316.3931373529652
17580000,-79513.12805613587,316.09773680245246
17585000,-79198.83508738587,312.966010911671
17590000,-79199.08508738587,321.7189453980531
17595000,-79321.56164988587,306.0345742777196
17600000,-79125.15149363587,312.0108398402749
17605000,-79690.35852488587,304.2453468604721
17610000,-79078.07727488587,312.64256631236134
17615000,-79103.36633738587,306.2423460886241
17620000,-79254.16321238587,315.3921893410265
17625000,-78807.56555613587,314.4092277721434
17630000,-79553.46789988587,316.6763339282926
17635000,-79547.20227488587,313.03222899780417
17640000,-79353.64368113587,314.4400556018642
17645000,-79309.27258738587,318.94271927087726
17650000,-79142.44446238587,309.1248878409023
17655000,-79282.66321238587,311.92853744321883
17660000,-79278.03821238587,312.3199113573266
17665000,-79490.65539988587,317.26877225538044
17670000,-79484.03430613587,307.94926291419404
17675000,-79090.72961863587,305.94750200252446
17680000,-79294.27258738587,320.28749000220466
17685000,-79335.33508738587,314.78789716141114
17690000,-78973.29602488587,320.4044496806801
17695000,-79563.20227488587,311.5317704690604
17700000,-79249.63196238587,305.80100149393405
17705000,-79129.51477488587,308.43237155129674
17710000,-79615.35071238587,310.13653776965833
17715000,-79879.35461863587,314.75658306816945
17720000,-79356.94446238587,309.4142885044313
17725000,-79581.08899363587,315.0160140412647
17730000,-79341.09680613587,313.93181970902606
17735000,-79518.18274363587,312.47987336061834
17740000,-78791.90539988587,320.92727836776993
17745000,-78846.83508738587,312.8373194601786
17750000,-79125.38586863587,318.4858145667675
17755000,-79448.94446238587,306.29651501235253
17760000,-79642.30383738587,311.6481343237587
17765000,-78963.90930613587,312.59361257562637
17770000,-78973.52258738587,316.5126574616985
17775000,-79000.87024363587,318.88623008028463
17780000,-79287.76868113587,315.4665765349332
17785000,-79433.86633738587,322.0550314081655
17790000,-79383.06164988587,316.22776229822153
17795000,-78636.85852488587,311.5230955643137
17800000,-79681.64758738587,317.3309151069968
17805000,-79563.27258738587,313.24939989875185
17810000,-79011.38196238587,312.595875904346
17815000,-79136.74914988587,315.060915181578
17820000,-79124.70618113587,309.3266835968125
17825000,-78993.46008738587,315.69773533674214
17830000,-79184.42883738587,310.9802207845546
17835000,-79292.84289988587,314.58240974695514
17840000,-79175.06555613587,318.38186618661877
17845000,-79012.31946238587,313.47208091466683
17850000,-79726.02258738587,313.6735584134943
17855000,-79278.47180613587,315.1550091515256
17860000,-79236.24133738587,315.12240308330297
17865000,-79175.48352488587,311.7576236349672
17870000,-78782.65930613587,314.15693503365895
17875000,-79274.06555613587,316.2122639725427
17880000,-79346.62414988587,311.5140558719527
17885000,-78984.81164988587,310.0323455768328
17890000,-79360.87805613587,313.44445779122833
17895000,-79627.30774363587,307.36807493910993
17900000,-79285.43274363587,314.4071491764866
17905000,-79216.52258738587,316.2453847895879
17910000,-79459.28039988587,312.77346670523013
17915000,-79498.77258738587,311.8897425251752
17920000,-79406.36243113587,316.2654844295028
17925000,-79584.66321238587,313.3920097252578
17930000,-79214.75696238587,315.06303851693457
17935000,-78658.35461863587,314.72280681461683
17940000,-79612.58508738587,317.649727548875
17945000,-78758.75696238587,309.4948667541178
17950000,-79548.68664988587,312.77774193579364
17955000,-79290.85071238587,308.1582607909773
17960000,-79332.62414988587,315.59710398635355
17965000,-79651.69055613587,313.86818699714576
17970000,-79264.80383738587,319.3527710971956
17975000,-79273.03039988587,322.9146603835306
17980000,-79412.30383738587,319.27448620885804
17985000,-79401.48352488587,316.6053133182873
17990000,-79214.31946238587,316.6732524937825
17995000,-79207.09680613587,312.741122731396
18000000,-79681.69055613587,311.1188453029684
18005000,-79374.64758738587,310.4240846109246
18010000,-79020.09289988587,315.20344438562836
18015000,-79534.95227488587,319.57881598760036
18020000,-79072.63977488587,309.68931471463713
18025000,-79824.81946238587,315.93358363806055
18030000,-79113.97961863587,309.20136600639347
18035000,-78867.62805613587,316.2570142089695
18040000,-79624.29211863587,316.6896677422311
18045000,-79113.87024363587,311.7504276144245
18050000,-79212.34289988587,310.8808756619406
18055000,-79421.02258738587,314.31683324696775
18060000,-79362.85071238587,314.4731185721366
18065000,-79477.87414988587,317.79880889949595
18070000,-79357.72571238587,310.953285505024
18075000,-79521.62024363587,309.0005210897037
18080000,-79264.01868113587,315.2100620142012
18085000,-79581.46008738587,313.60927709467353
18090000,-78917.64758738587,315.3586266386233
18095000,-79350.47571238587,317.31422898494577
18100000,-80172.04602488587,311.7774355205014
18105000,-79091.92102488587,315.53045489733154
18110000,-79574.21789988587,314.1359540761476
18115000,-79464.94836863587,313.60384048208715
18120000,-79170.52258738587,313.03636652695815
18125000,-79181.39758738587,312.26482908532427
18130000,-79537.44446238587,315.6608154707621
18135000,-79616.53821238587,311.9992703344977
18140000,-79607.93664988587,311.6689972631077
18145000,-79527.28821238587,311.03218857008477
18150000,-79033.97571238587,315.52695521715697
18155000,-79263.10071238587,313.94113654739203
18160000,-79359.35852488587,316.91570529869813
18165000,-79853.24133738587,314.8570782949809
18170000,-79513.46399363587,315.0528772890862
18175000,-78932.06164988587,314.8554376687601
18180000,-79280.26477488587,313.35043955643204
18185000,-79196.16321238587,312.88775430017085
18190000,-79134.04602488587,310.2713090084958
18195000,-79902.60461863587,310.369460623943
18200000,-79301.36243113587,307.71368708243546
18205000,-79329.02258738587,313.62351565729597
18210000,-79471.13977488587,316.6398603753614
18215000,-79464.49133738587,322.8804660018056
18220000,-79517.38196238587,303.06754625600945
18225000,-78972.43274363587,311.88279154010576
18230000,-78438.88586863587,311.74822602792074
18235000,-79484.29211863587,309.5354500691372
18240000,-79564.55383738587,308.76575225306414
18245000,-79311.89758738587,313.0323045326773
18250000,-78935.52649363587,312.4670948501456
18255000,-79574.39368113587,319.53095879333904
18260000,-79329.87024363587,318.32178026259044
18265000,-79101.20227488587,312.8340459184695
18270000,-79528.76477488587,310.06730501103635
18275000,-79867.49133738587,307.11811053244656
18280000,-79679.71789988587,314.7232075240085
18285000,-79697.62414988587,308.69890151047326
18290000,-79734.16321238587,318.8463514128727
18295000,-79390.62805613587,307.1645537042396
18300000,-79563.35071238587,307.70562654749654
18305000,-79308.48352488587,306.7865186315793
18310000,-79211.28821238587,308.8684699564599
18315000,-79064.26868113587,315.0852568451901
18320000,-79402.44446238587,317.09778070916576
18325000,-79661.40930613587,310.178642968221
18330000,-79430.61633738587,315.93441582236954
18335000,-79962.24914988587,313.5532116068634
18340000,-79671.99914988587,310.18876426057085
18345000,-79711.41321238587,314.1473989073116
18350000,-79465.52258738587,319.8727970901442
18355000,-78918.54211863587,309.74695319196627
18360000,-79274.70227488587,315.0046869543106
18365000,-79239.78039988587,312.2137223285778
18370000,-79225.03430613587,319.3788171316337
18375000,-79682.79993113587,315.8770143641461
18380000,-79538.55774363587,316.3980573703333
18385000,-79490.52649363587,309.9168009682599
18390000,-79214.92102488587,311.52382444221655
18395000,-79255.72961863587,317.0479814482028
18400000,-78981.95227488587,308.82898587979895
